entity,coupled,degree,average-revs,structurally_coupled,direction
crates/ra_syntax/src/algo/mod.rs,crates/ra_syntax/src/yellow/mod.rs,60,10,No,None
crates/ide-completion/src/completions/attribute.rs,crates/ide-completion/src/completions/attribute/derive.rs,59,24,Yes,Entity -> Coupled
crates/ra_ssr/src/lib.rs,crates/ra_ssr/src/tests.rs,59,24,No,None
crates/ide/src/inlay_hints/fn_lifetime_fn.rs,crates/ide/src/inlay_hints/param_name.rs,59,19,No,None
crates/ra_hir_def/src/diagnostics.rs,crates/ra_hir_expand/src/diagnostics.rs,59,19,No,None
crates/ra_analysis/src/hir/db.rs,crates/ra_analysis/src/hir/mod.rs,59,14,No,None
crates/ra_mbe/Cargo.toml,crates/ra_tt/Cargo.toml,59,14,No,None
crates/hir-def/src/item_tree.rs,crates/hir-def/src/item_tree/lower.rs,58,83,Yes,Bidirectional (Circular)
crates/completion/src/render.rs,crates/completion/src/render/function.rs,58,29,No,None
crates/completion/src/render.rs,crates/completion/src/render/enum_variant.rs,58,26,No,None
crates/ide/src/inlay_hints/closure_ret.rs,crates/ide/src/inlay_hints/implicit_static.rs,58,17,No,None
crates/project-model/test_data/output/rust_project_cfg_groups.txt,crates/project-model/test_data/output/rust_project_hello_world_project_model.txt,58,16,No,None
crates/hir_ty/src/diagnostics/pattern/deconstruct_pat.rs,crates/hir_ty/src/diagnostics/pattern/usefulness.rs,58,16,No,None
crates/rust-analyzer/src/diagnostics/test_data/handles_macro_location.txt,crates/rust-analyzer/src/diagnostics/test_data/rustc_unused_variable_as_info.txt,58,12,No,None
crates/rust-analyzer/src/diagnostics/test_data/handles_macro_location.txt,crates/rust-analyzer/src/diagnostics/test_data/rustc_unused_variable.txt,58,12,No,None
crates/ide-diagnostics/Cargo.toml,crates/ide-ssr/Cargo.toml,58,12,No,None
crates/rust-analyzer/src/diagnostics/test_data/handles_macro_location.txt,crates/rust-analyzer/src/diagnostics/test_data/rustc_unused_variable_as_hint.txt,58,12,No,None
tests/data/parser/err/0001_item_recovery_in_file.txt,tests/data/parser/err/0004_use_path_bad_segment.txt,58,9,No,None
src/text.rs,tests/lexer.rs,58,9,No,None
crates/ra_assists/src/assists/flip_comma.rs,crates/ra_assists/src/assists/inline_local_variable.rs,58,9,No,None
crates/ra_ide_api/src/completion/complete_keyword.rs,crates/ra_ide_api/src/completion/complete_snippet.rs,58,9,No,None
crates/ra_assists/src/assists/merge_match_arms.rs,crates/ra_assists/src/assists/replace_if_let_with_match.rs,58,9,No,None
crates/ra_assists/src/assists/inline_local_variable.rs,crates/ra_assists/src/assists/move_guard.rs,58,9,No,None
crates/completion/src/completions/pattern.rs,crates/completion/src/render/pattern.rs,58,9,No,None
crates/server/tests/heavy_tests/main.rs,crates/server/tests/heavy_tests/support.rs,58,9,No,None
crates/server/src/project_model.rs,crates/server/tests/heavy_tests/support.rs,58,9,No,None
crates/ra_ide/src/snapshots/highlight_injection.html,crates/ra_ide/src/snapshots/highlighting.html,57,25,No,None
crates/ra_ide/src/syntax_highlighting/html.rs,crates/ra_ide/src/syntax_highlighting/tags.rs,57,21,No,None
crates/hir-def/src/macro_expansion_tests/builtin_derive_macro.rs,crates/hir-expand/src/builtin_derive_macro.rs,57,21,No,None
crates/ide/src/inlay_hints/binding_mode.rs,crates/ide/src/inlay_hints/fn_lifetime_fn.rs,57,18,No,None
crates/ra_ssr/src/matching.rs,crates/ra_ssr/src/replacing.rs,57,14,No,None
crates/ra_assists/src/assists/add_explicit_type.rs,crates/ra_assists/src/assists/flip_binexpr.rs,57,11,No,None
crates/rust-analyzer/src/command.rs,crates/rust-analyzer/src/discover.rs,57,11,Yes,Coupled -> Entity
crates/salsa/src/derived.rs,crates/salsa/src/interned.rs,57,11,No,None
src/parser/event.rs,src/parser/parser.rs,57,11,No,None
crates/ra_assists/src/assists/add_derive.rs,crates/ra_assists/src/assists/add_explicit_type.rs,57,11,No,None
lib/ungrammar/Cargo.toml,lib/ungrammar/rust.ungram,56,50,No,None
crates/ide-completion/src/completions/attribute.rs,crates/ide-completion/src/completions/vis.rs,56,23,No,None
crates/ra_ssr/src/lib.rs,crates/ra_ssr/src/search.rs,56,16,No,None
crates/ra_assists/src/assists/add_explicit_type.rs,crates/ra_assists/src/assists/inline_local_variable.rs,56,13,No,None
src/yellow/green.rs,src/yellow/mod.rs,56,13,No,None
crates/rust-analyzer/src/discover.rs,crates/rust-analyzer/src/test_runner.rs,56,13,No,None
.github/workflows/autopublish.yaml,.github/workflows/publish-libs.yaml,56,13,No,None
crates/ide-completion/Cargo.toml,crates/ide-ssr/Cargo.toml,56,13,No,None
crates/proc-macro-api/src/lib.rs,crates/proc-macro-api/src/process.rs,55,62,Yes,Bidirectional (Circular)
crates/libsyntax2/src/ast/generated.rs,crates/libsyntax2/src/ast/mod.rs,55,35,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_assoc_functions.html,crates/ide/src/syntax_highlighting/test_data/highlight_extern_crate.html,55,24,No,None
crates/proc-macro-api/src/msg.rs,crates/proc-macro-api/src/msg/flat.rs,55,22,No,None
crates/ra_analysis/src/completion/complete_path.rs,crates/ra_analysis/src/completion/complete_scope.rs,55,15,No,None
crates/ide-completion/Cargo.toml,crates/ide-diagnostics/Cargo.toml,55,15,No,None
crates/ra_assists/src/assists/fill_match_arms.rs,crates/ra_assists/src/assists/move_bounds.rs,55,15,No,None
crates/ra_ide_db/src/line_index.rs,crates/ra_ide_db/src/line_index_utils.rs,55,9,No,None
crates/salsa/src/derived.rs,crates/salsa/src/derived/slot.rs,55,9,No,None
crates/ra_assists/src/assists/add_impl.rs,crates/ra_assists/src/assists/inline_local_variable.rs,55,9,No,None
crates/libeditor/Cargo.toml,crates/libsyntax2/Cargo.toml,55,9,No,None
src/parser/event.rs,src/parser/parser/imp.rs,55,9,No,None
crates/ra_assists/src/assists/change_visibility.rs,crates/ra_assists/src/assists/inline_local_variable.rs,55,9,No,None
crates/ra_cargo_watch/src/conv.rs,crates/ra_cargo_watch/src/conv/test.rs,55,9,No,None
tests/data/parser/err/0007_stray_curly_in_file.txt,tests/data/parser/err/0008_item_block_recovery.txt,55,9,No,None
crates/ra_cfg/Cargo.toml,crates/ra_hir_expand/Cargo.toml,55,9,No,None
crates/salsa/salsa-macros/src/query_group.rs,crates/salsa/src/interned.rs,55,9,No,None
crates/ra_ide/src/snapshots/highlighting.html,crates/ra_ide/src/syntax_highlighting/html.rs,54,28,No,None
crates/hir-def/src/path.rs,crates/hir-def/src/path/lower.rs,54,24,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_injection.html,crates/ide/src/syntax_highlighting/test_data/rainbow_highlighting.html,54,19,No,None
crates/hir_def/src/child_by_source.rs,crates/hir_def/src/keys.rs,54,19,No,None
crates/ide/src/inlay_hints/implicit_static.rs,crates/ide/src/inlay_hints/param_name.rs,54,19,No,None
crates/ra_assists/src/assists/raw_string.rs,crates/ra_assists/src/assists/split_import.rs,54,11,No,None
crates/ra_hir_def/src/child_by_source.rs,crates/ra_hir_def/src/keys.rs,54,11,No,None
crates/ra_assists/src/assists/merge_match_arms.rs,crates/ra_assists/src/assists/move_bounds.rs,54,11,No,None
crates/hir-def/src/nameres/tests.rs,crates/hir-def/src/nameres/tests/globs.rs,54,11,Yes,Bidirectional (Circular)
crates/ra_syntax/src/string_lexing.rs,crates/ra_syntax/src/validation/byte.rs,54,11,No,None
crates/ra_analysis/src/hir/db.rs,crates/ra_analysis/src/hir/module/mod.rs,54,11,No,None
crates/ra_ide/src/completion/unstable_feature_descriptor.rs,xtask/src/codegen/gen_unstable_future_descriptor.rs,54,11,No,None
crates/ide-assists/src/lib.rs,crates/ide-assists/src/tests/generated.rs,53,115,No,None
crates/hir_ty/src/lib.rs,crates/hir_ty/src/traits/chalk/mapping.rs,53,101,No,None
crates/rust-analyzer/src/lsp_ext.rs,editors/code/src/lsp_ext.ts,53,100,No,None
crates/ide_completion/src/completions/qualified_path.rs,crates/ide_completion/src/completions/unqualified_path.rs,53,66,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_assoc_functions.html,crates/ide/src/syntax_highlighting/test_data/highlight_doctest.html,53,42,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_doctest.html,crates/ide/src/syntax_highlighting/test_data/highlight_injection.html,53,42,No,None
crates/ra_ssr/src/lib.rs,crates/ra_ssr/src/replacing.rs,53,15,No,None
crates/ide_assists/src/handlers/merge_imports.rs,crates/ide_db/src/helpers/merge_imports.rs,53,13,No,None
crates/ra_syntax/src/string_lexing.rs,crates/ra_syntax/src/validation/char.rs,53,13,No,None
crates/ra_ide/src/snapshots/highlight_doctest.html,crates/ra_ide/src/snapshots/highlight_unsafe.html,53,13,No,None
crates/ra_analysis/src/imp.rs,crates/ra_analysis/src/lib.rs,52,134,No,None
crates/ra_syntax/src/ast/generated/nodes.rs,xtask/src/codegen/rust.ungram,52,78,No,None
crates/hir-def/Cargo.toml,crates/hir-ty/Cargo.toml,52,59,No,None
crates/ra_vfs/src/io.rs,crates/ra_vfs/src/lib.rs,52,46,No,None
crates/rust-analyzer/src/cli/diagnostics.rs,crates/rust-analyzer/src/cli/ssr.rs,52,40,No,None
crates/ra_hir_expand/src/diagnostics.rs,crates/ra_hir_ty/src/diagnostics.rs,52,31,No,None
crates/ra_ide/src/snapshots/highlight_strings.html,crates/ra_ide/src/snapshots/highlighting.html,52,27,No,None
crates/hir/src/term_search/tactics.rs,crates/ide-assists/src/handlers/term_search.rs,52,25,No,None
crates/ide/src/inlay_hints/closure_ret.rs,crates/ide/src/inlay_hints/fn_lifetime_fn.rs,52,17,No,None
crates/ra_assists/src/assists/change_visibility.rs,crates/ra_assists/src/assists/fill_match_arms.rs,52,12,No,None
crates/ra_tools/src/lib.rs,crates/ra_tools/src/main.rs,52,12,No,None
code/package-lock.json,code/package.json,52,10,No,None
crates/ra_fmt/Cargo.toml,crates/ra_tt/Cargo.toml,52,10,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_attributes.html,crates/ide/src/syntax_highlighting/test_data/highlight_rainbow.html,52,10,No,None
crates/ra_assists/src/assists/inline_local_variable.rs,crates/ra_assists/src/assists/replace_if_let_with_match.rs,52,10,No,None
crates/salsa/src/derived.rs,crates/salsa/src/plumbing.rs,52,10,No,None
editors/code/src/commands/extend_selection.ts,editors/code/src/commands/matching_brace.ts,52,10,No,None
editors/code/src/commands/extend_selection.ts,editors/code/src/commands/parent_module.ts,52,10,No,None
crates/ra_assists/src/assists/apply_demorgan.rs,crates/ra_assists/src/assists/move_guard.rs,52,10,No,None
crates/ide-ssr/src/lib.rs,crates/ide-ssr/src/search.rs,52,10,Yes,Bidirectional (Circular)
crates/proc_macro_srv/src/tests/mod.rs,crates/proc_macro_srv/src/tests/utils.rs,52,10,No,None
crates/server/src/main_loop/mod.rs,crates/server/src/req.rs,51,31,No,None
crates/ra_analysis/src/descriptors/module/imp.rs,crates/ra_analysis/src/descriptors/module/mod.rs,51,29,No,None
crates/ide-completion/src/completions/attribute.rs,crates/ide-completion/src/completions/use_.rs,51,29,No,None
crates/ide-completion/src/completions/item_list.rs,crates/ide-completion/src/completions/vis.rs,51,27,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_extern_crate.html,crates/ide/src/syntax_highlighting/test_data/highlight_injection.html,51,24,No,None
crates/ide-completion/src/completions/pattern.rs,crates/ide-completion/src/completions/vis.rs,51,24,No,None
crates/gen_lsp_server/src/lib.rs,crates/gen_lsp_server/src/msg.rs,51,20,No,None
crates/ide/src/inlay_hints/binding_mode.rs,crates/ide/src/inlay_hints/discriminant.rs,51,20,No,None
crates/proc-macro-api/src/bidirectional_protocol.rs,crates/proc-macro-api/src/legacy_protocol.rs,51,16,Yes,Entity -> Coupled
crates/libsyntax2/src/grammar/expressions/atom.rs,crates/libsyntax2/src/grammar/expressions/mod.rs,51,16,No,None
crates/ra_syntax/src/parsing.rs,crates/ra_syntax/src/parsing/builder.rs,51,14,No,None
crates/ra_analysis/src/hir/query_definitions.rs,crates/ra_analysis/src/loc2id.rs,51,14,No,None
crates/ra_assists/src/assists/add_explicit_type.rs,crates/ra_assists/src/assists/apply_demorgan.rs,51,14,No,None
crates/hir_ty/src/traits/chalk.rs,crates/hir_ty/src/traits/chalk/mapping.rs,50,64,No,None
crates/hir-def/src/item_tree/lower.rs,crates/hir-def/src/item_tree/pretty.rs,50,62,No,None
crates/libeditor/src/code_actions.rs,crates/libeditor/src/lib.rs,50,30,No,None
crates/ide_db/src/helpers/insert_use.rs,crates/ide_db/src/helpers/insert_use/tests.rs,50,30,No,None
crates/ide-completion/src/completions/pattern.rs,crates/ide-completion/src/completions/use_.rs,50,30,No,None
crates/ide-completion/src/completions/attribute/derive.rs,crates/ide-completion/src/completions/item_list.rs,50,28,No,None
crates/hir/src/db.rs,crates/ide-db/src/apply_change.rs,50,26,No,None
crates/ide-completion/src/completions/attribute/derive.rs,crates/ide-completion/src/completions/pattern.rs,50,24,No,None
crates/ide/src/syntax_highlighting/html.rs,crates/ide/src/syntax_highlighting/test_data/highlight_extern_crate.html,50,22,No,None
crates/hir_def/Cargo.toml,crates/ide_db/Cargo.toml,50,20,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_injection.html,crates/ide/src/syntax_highlighting/test_data/injection.html,50,18,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_assoc_functions.html,crates/ide/src/syntax_highlighting/test_data/injection.html,50,18,No,None
crates/hir-ty/src/next_solver/consts.rs,crates/hir-ty/src/next_solver/ty.rs,50,18,Yes,Bidirectional (Circular)
src/parser/event_parser/grammar/attributes.rs,src/parser/event_parser/grammar/mod.rs,50,18,No,None
crates/ide/src/inlay_hints/discriminant.rs,crates/ide/src/inlay_hints/fn_lifetime_fn.rs,50,16,No,None
crates/completion/src/render/const_.rs,crates/completion/src/render/function.rs,50,16,No,None
crates/proc-macro-api/src/legacy_protocol.rs,crates/proc-macro-api/src/legacy_protocol/msg.rs,50,16,Yes,Entity -> Coupled
code/package.json,code/src/extension.ts,50,16,No,None
src/yellow/mod.rs,src/yellow/red.rs,50,14,No,None
crates/ra_analysis/src/hir/mod.rs,crates/ra_analysis/src/hir/query_definitions.rs,50,14,No,None
crates/hir-ty/src/infer/cast.rs,crates/ide-diagnostics/src/handlers/invalid_cast.rs,50,14,Yes,Coupled -> Entity
crates/ide_completion/src/tests/predicate.rs,crates/ide_completion/src/tests/type_pos.rs,50,12,No,None
crates/proc-macro-srv/src/abis/abi_sysroot/ra_server.rs,crates/proc-macro-srv/src/abis/abi_sysroot/ra_server/symbol.rs,50,12,No,None
crates/ra_hir/src/has_source.rs,crates/ra_hir_def/src/keys.rs,50,12,No,None
crates/ra_analysis/src/hir/function/mod.rs,crates/ra_analysis/src/hir/module/nameres.rs,50,12,No,None
crates/ide_completion/src/tests/item.rs,crates/ide_completion/src/tests/type_pos.rs,50,12,No,None
crates/ra_syntax/src/utils.rs,crates/ra_syntax/src/yellow/mod.rs,50,12,No,None
crates/ra_assists/src/assists/flip_binexpr.rs,crates/ra_assists/src/assists/move_bounds.rs,50,10,No,None
crates/ra_assists/src/assists/add_explicit_type.rs,crates/ra_assists/src/assists/move_guard.rs,50,10,No,None
crates/ra_assists/src/assists/change_visibility.rs,crates/ra_assists/src/assists/move_bounds.rs,50,10,No,None
crates/ra_assists/src/assists/add_explicit_type.rs,crates/ra_assists/src/assists/flip_comma.rs,50,10,No,None
editors/code/src/commands/extend_selection.ts,editors/code/src/commands/join_lines.ts,50,10,No,None
crates/ra_assists/src/assists/inline_local_variable.rs,crates/ra_assists/src/assists/merge_match_arms.rs,50,10,No,None
crates/ra_assists/src/assists/apply_demorgan.rs,crates/ra_assists/src/assists/flip_binexpr.rs,50,10,No,None
crates/rustc-dependencies/Cargo.toml,crates/rustc-dependencies/src/lib.rs,50,10,No,None
crates/ra_ide/test_data/highlighting.html,crates/ra_ide/test_data/rainbow_highlighting.html,50,10,No,None
src/parser/event.rs,src/parser/input.rs,50,10,No,None
crates/ra_ide/test_data/highlight_unsafe.html,crates/ra_ide/test_data/rainbow_highlighting.html,50,10,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_attributes.html,crates/ide/src/syntax_highlighting/test_data/highlight_crate_root.html,50,10,No,None
editors/code/src/commands/matching_brace.ts,editors/code/src/events/change_active_text_editor.ts,50,10,No,None
crates/ra_assists/src/assists/apply_demorgan.rs,crates/ra_assists/src/assists/change_visibility.rs,50,10,No,None
xtask/src/codegen/gen_diagnostic_docs.rs,xtask/src/codegen/gen_feature_docs.rs,50,10,No,None
crates/ra_proc_macro/Cargo.toml,crates/ra_proc_macro/src/lib.rs,50,10,No,None
editors/code/src/commands/parent_module.ts,editors/code/src/events/change_active_text_editor.ts,50,10,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_crate_root.html,crates/ide/src/syntax_highlighting/test_data/highlight_keywords.html,50,10,No,None
crates/mbe/src/expander/matcher.rs,crates/mbe/src/expander/transcriber.rs,49,65,No,None
crates/server/src/main_loop/handlers.rs,crates/server/src/main_loop/mod.rs,49,37,No,None
crates/ide-assists/src/handlers/convert_named_struct_to_tuple_struct.rs,crates/ide-assists/src/handlers/convert_tuple_struct_to_named_struct.rs,49,27,No,None
crates/rust-analyzer/src/config.rs,docs/user/generated_config.adoc,48,428,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_strings.html,crates/ide/src/syntax_highlighting/test_data/highlight_unsafe.html,48,50,No,None
crates/mbe/src/benchmark.rs,crates/mbe/src/parser.rs,48,46,Yes,Entity -> Coupled
crates/hir-def/src/hir.rs,crates/hir-ty/src/infer/mutability.rs,48,40,Yes,Coupled -> Entity
crates/tools/src/lib.rs,crates/tools/src/main.rs,48,37,No,None
crates/hir-def/Cargo.toml,crates/hir-expand/Cargo.toml,48,35,No,None
crates/ra_hir_def/src/item_tree/lower.rs,crates/ra_hir_def/src/item_tree/tests.rs,48,29,No,None
crates/ide_completion/src/completions/attribute/derive.rs,crates/ide_completion/src/completions/attribute/lint.rs,48,25,No,None
crates/ide/src/syntax_highlighting/html.rs,crates/ide/src/syntax_highlighting/test_data/highlight_assoc_functions.html,48,23,No,None
crates/parser/src/grammar/paths.rs,crates/parser/src/grammar/types.rs,48,23,Yes,Bidirectional (Circular)
crates/ide/src/syntax_highlighting/html.rs,crates/ide/src/syntax_highlighting/test_data/highlight_injection.html,48,23,No,None
crates/ide/src/inlay_hints/binding_mode.rs,crates/ide/src/inlay_hints/closure_ret.rs,48,21,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_assoc_functions.html,crates/ide/src/syntax_highlighting/test_data/rainbow_highlighting.html,48,19,No,None
crates/ra_ide_api/src/references/classify.rs,crates/ra_ide_api/src/references/search_scope.rs,48,17,No,None
crates/ra_hir_ty/src/infer/pat.rs,crates/ra_hir_ty/src/tests/patterns.rs,48,17,No,None
crates/ra_analysis/src/hir/module/nameres.rs,crates/ra_analysis/src/loc2id.rs,48,15,No,None
crates/ra_hir_ty/src/traits/chalk/interner.rs,crates/ra_hir_ty/src/traits/chalk/mapping.rs,48,15,No,None
crates/ra_ide_api/src/completion/complete_postfix.rs,crates/ra_ide_api/src/completion/snapshots/completion_item__postfix_completion_works_for_trivial_path_expression.snap,48,15,No,None
crates/ra_analysis/src/hir/mod.rs,crates/ra_analysis/src/hir/module/mod.rs,48,15,No,None
crates/ra_ide/src/snapshots/highlight_doctest.html,crates/ra_ide/src/snapshots/highlight_injection.html,48,15,No,None
crates/ra_analysis/src/completion/complete_scope.rs,crates/ra_analysis/src/completion/complete_snippet.rs,48,13,No,None
crates/hir-def/src/child_by_source.rs,crates/hir-def/src/dyn_map/keys.rs,48,13,No,None
crates/completion/src/config.rs,crates/completion/src/test_utils.rs,48,13,No,None
crates/ra_tools/Cargo.toml,crates/ra_tools/src/lib.rs,48,13,No,None
crates/hir-def/src/item_tree.rs,crates/hir-def/src/item_tree/pretty.rs,47,68,Yes,Bidirectional (Circular)
crates/hir-def/src/macro_expansion_tests/builtin_fn_macro.rs,crates/hir-expand/src/builtin_fn_macro.rs,47,48,No,None
editors/code/src/run.ts,editors/code/src/tasks.ts,47,48,No,None
crates/libeditor/src/lib.rs,crates/libeditor/tests/test.rs,47,34,No,None
crates/ide-completion/src/tests/predicate.rs,crates/ide-completion/src/tests/type_pos.rs,47,28,No,None
crates/ra_hir/src/module.rs,crates/ra_hir/src/module/nameres.rs,47,28,No,None
crates/proc-macro-srv/src/dylib.rs,crates/proc-macro-srv/src/proc_macros.rs,47,26,No,None
crates/ra_ide/src/snapshots/highlight_unsafe.html,crates/ra_ide/src/snapshots/highlighting.html,47,23,No,None
crates/ra_ide/src/snapshots/rainbow_highlighting.html,crates/ra_ide/src/syntax_highlighting/tags.rs,47,23,No,None
crates/ra_assists/src/assists/add_missing_impl_members.rs,crates/ra_assists/src/assists/fill_match_arms.rs,47,21,No,None
src/parser/mod.rs,src/tree/file_builder.rs,47,21,No,None
src/parser/event_parser/mod.rs,src/parser/event_parser/parser.rs,47,19,No,None
src/parser/grammar/expressions.rs,src/parser/grammar/mod.rs,47,17,No,None
crates/assists/src/handlers/auto_import.rs,crates/assists/src/handlers/replace_qualified_name_with_use.rs,47,17,No,None
crates/hir-expand/Cargo.toml,crates/ide-assists/Cargo.toml,47,17,No,None
crates/ra_assists/src/assists/add_explicit_type.rs,crates/ra_assists/src/assists/change_visibility.rs,47,11,No,None
editors/code/src/commands/join_lines.ts,editors/code/src/events/change_active_text_editor.ts,47,11,No,None
crates/ra_ide_api/src/folding_ranges.rs,crates/ra_ide_api/src/join_lines.rs,47,11,No,None
crates/ra_hir_ty/src/traits/chalk/interner.rs,crates/ra_hir_ty/src/traits/chalk/tls.rs,47,11,No,None
crates/ra_assists/src/assists/apply_demorgan.rs,crates/ra_assists/src/assists/replace_if_let_with_match.rs,47,11,No,None
crates/ra_assists/src/assists/move_bounds.rs,crates/ra_assists/src/assists/replace_if_let_with_match.rs,47,11,No,None
crates/ra_analysis/src/extend_selection.rs,crates/ra_analysis/src/syntax_highlighting.rs,47,11,No,None
crates/ra_assists/src/assists/flip_comma.rs,crates/ra_assists/src/assists/raw_string.rs,47,11,No,None
crates/hir_ty/src/lib.rs,crates/hir_ty/src/lower.rs,46,134,No,None
crates/hir_ty/src/display.rs,crates/hir_ty/src/lib.rs,46,125,No,None
crates/parser/src/syntax_kind/generated.rs,crates/syntax/rust.ungram,46,56,No,None
crates/hir_def/src/body/lower.rs,crates/hir_def/src/expr.rs,46,50,No,None
crates/ide/src/inlay_hints/bind_pat.rs,crates/ide/src/inlay_hints/chaining.rs,46,48,No,None
crates/hir-ty/src/consteval/tests/intrinsics.rs,crates/hir-ty/src/mir/eval/shim.rs,46,39,No,None
crates/mbe/src/benchmark.rs,crates/mbe/src/expander.rs,46,37,No,None
crates/hir-ty/src/diagnostics/unsafe_check.rs,crates/ide-diagnostics/src/handlers/missing_unsafe.rs,46,35,Yes,Coupled -> Entity
crates/ra_db/src/fixture.rs,crates/ra_ide/src/mock_analysis.rs,46,33,No,None
crates/hir-ty/src/diagnostics/decl_check.rs,crates/ide-diagnostics/src/handlers/incorrect_case.rs,46,33,Yes,Coupled -> Entity
crates/completion/src/render.rs,crates/completion/src/render/macro_.rs,46,28,No,None
code/src/extension.ts,crates/server/src/main_loop/handlers.rs,46,26,No,None
crates/ide/src/inlay_hints/closing_brace.rs,crates/ide/src/inlay_hints/implicit_static.rs,46,24,No,None
crates/ra_syntax/src/grammar/expressions.rs,crates/ra_syntax/src/grammar/expressions/atom.rs,46,24,No,None
crates/ra_ide/src/ssr.rs,crates/ra_ssr/src/matching.rs,46,22,No,None
src/parser/event_parser/grammar.rs,src/parser/event_parser/parser.rs,46,22,No,None
crates/libeditor/src/symbols.rs,crates/libsyntax2/src/ast/mod.rs,46,20,No,None
crates/ide-completion/src/render/literal.rs,crates/ide-completion/src/render/pattern.rs,46,20,No,None
crates/syntax/src/parsing/reparsing.rs,crates/syntax/src/parsing/text_tree_sink.rs,46,15,No,None
crates/server/src/caps.rs,crates/server/src/req.rs,46,15,No,None
crates/libanalysis/src/module_map.rs,crates/libanalysis/tests/tests.rs,46,15,No,None
crates/ra_assists/src/assists/add_explicit_type.rs,crates/ra_assists/src/assists/fill_match_arms.rs,46,15,No,None
src/parser/grammar/type_params.rs,src/parser/grammar/types.rs,46,13,No,None
crates/hir-ty/src/lower_nextsolver.rs,crates/hir-ty/src/lower_nextsolver/path.rs,46,13,No,None
crates/ra_editor/src/line_index.rs,crates/ra_editor/src/line_index_utils.rs,46,13,No,None
crates/ra_analysis/src/hir/db.rs,crates/ra_analysis/src/loc2id.rs,46,13,No,None
crates/salsa/src/lib.rs,crates/salsa/src/plumbing.rs,46,13,No,None
crates/hir_ty/src/display.rs,crates/hir_ty/src/traits/chalk/mapping.rs,45,97,No,None
lib/smol_str/src/lib.rs,lib/smol_str/tests/test.rs,45,62,Yes,Coupled -> Entity
crates/mbe/src/expander/transcriber.rs,crates/mbe/src/parser.rs,45,49,Yes,Entity -> Coupled
crates/hir-def/Cargo.toml,crates/ide-db/Cargo.toml,45,44,No,None
crates/ide/src/inlay_hints/bind_pat.rs,crates/ide/src/inlay_hints/closure_ret.rs,45,36,No,None
crates/parser/src/syntax_kind/generated.rs,crates/syntax/src/tests/ast_src.rs,45,36,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_extern_crate.html,crates/ide/src/syntax_highlighting/test_data/highlight_unsafe.html,45,31,No,None
crates/server/src/main_loop/handlers.rs,crates/server/src/req.rs,45,29,No,None
crates/ra_hir_def/src/item_tree.rs,crates/ra_hir_def/src/item_tree/tests.rs,45,29,No,None
crates/ra_ide/src/snapshots/highlighting.html,crates/ra_ide/src/syntax_highlighting/tags.rs,45,29,No,None
crates/syntax/src/syntax_editor.rs,crates/syntax/src/syntax_editor/edit_algo.rs,45,29,Yes,Bidirectional (Circular)
crates/ra_hir_def/src/attr.rs,crates/ra_hir_def/src/docs.rs,45,27,No,None
crates/ide/src/inlay_hints/binding_mode.rs,crates/ide/src/inlay_hints/param_name.rs,45,22,No,None
lib/text-size/Cargo.toml,lib/text-size/src/lib.rs,45,20,No,None
crates/ra_assists/src/assists/add_explicit_type.rs,crates/ra_assists/src/assists/add_missing_impl_members.rs,45,20,No,None
crates/ide/src/syntax_highlighting/test_data/highlight_default_library.html,crates/ide/src/syntax_highlighting/test_data/highlight_extern_crate.html,45,18,No,None
crates/project-model/src/rustc_cfg.rs,crates/project-model/src/target_data_layout.rs,45,18,No,None
crates/ra_syntax/src/reparsing.rs,crates/ra_syntax/src/utils.rs,45,18,No,None
crates/hir/src/term_search/expr.rs,crates/ide-assists/src/handlers/term_search.rs,45,16,Yes,Coupled -> Entity
crates/ra_ssr/src/matching.rs,crates/ra_ssr/src/parsing.rs,45,16,No,None
crates/ra_assists/src/handlers/replace_qualified_name_with_use.rs,crates/ra_assists/src/utils/insert_use.rs,45,16,No,None
crates/hir-ty/src/next_solver/region.rs,crates/hir-ty/src/next_solver/ty.rs,45,16,Yes,Coupled -> Entity
crates/completion/src/render/function.rs,crates/completion/src/render/type_alias.rs,45,16,No,None
crates/ra_assists/src/assists/fill_match_arms.rs,crates/ra_assists/src/assists/move_guard.rs,45,11,No,None
crates/ra_assists/src/assists/apply_demorgan.rs,crates/ra_assists/src/assists/merge_match_arms.rs,45,11,No,None
crates/rust-analyzer/src/command.rs,crates/rust-analyzer/src/test_runner.rs,45,11,Yes,Coupled -> Entity
crates/ide_db/src/call_info.rs,crates/ide_db/src/call_info/tests.rs,45,11,No,None
crates/ra_analysis/src/completion/complete_path.rs,crates/ra_analysis/src/completion/complete_snippet.rs,45,11,No,None
